ph,turbidity,temperature,quality
7.972,1.73,26.931,Good
7.266,0.635,21.379,Excellent
7.947,5.796,25.999,Poor
8.073,3.092,19.64,Good
7.176,0.927,23.301,Excellent
8.043,2.749,21.605,Good
8.121,5.226,28.453,Poor
8.172,2.93,20.205,Good
8.12,2.694,26.4,Good
6.811,0.472,23.076,Excellent
8.171,1.547,19.892,Good
6.848,0.774,22.0,Excellent
8.111,2.41,28.778,Good
8.085,2.745,22.118,Good
3.022,32.08,33.673,Unsafe
7.577,9.129,27.828,Poor
8.253,6.097,26.311,Poor
8.072,4.624,22.667,Poor
8.109,3.377,26.419,Good
8.157,3.671,18.194,Good
8.015,2.974,23.566,Good
7.935,2.622,27.962,Good
7.969,1.72,25.692,Good
8.073,2.933,25.757,Good
6.917,0.663,21.822,Excellent
6.994,0.946,23.516,Excellent
8.175,3.282,20.512,Good
7.245,0.677,20.596,Excellent
7.846,7.44,27.546,Poor
8.141,2.455,18.273,Good
8.172,2.606,17.706,Good
7.977,4.756,28.094,Poor
7.893,3.222,31.527,Good
8.147,2.564,18.222,Good
7.286,0.051,23.134,Excellent
7.706,1.661,23.159,Good
8.121,2.647,26.144,Good
8.192,1.053,18.899,Good
8.11,2.968,25.945,Good
7.362,6.342,18.124,Poor
8.379,2.15,18.731,Good
8.101,5.566,20.088,Poor
7.943,2.993,27.228,Good
8.163,1.632,19.86,Good
8.103,3.29,21.602,Good
4.594,32.305,14.0,Unsafe
8.009,1.18,25.954,Good
8.065,3.765,21.602,Good
8.091,2.672,22.615,Good
8.069,2.359,21.993,Good
8.066,2.515,21.81,Good
8.007,3.283,27.61,Good
8.178,1.823,19.253,Good
8.108,3.845,24.367,Good
8.123,2.299,20.77,Good
7.944,1.964,27.081,Good
8.151,2.771,26.342,Good
6.02,4.712,31.118,Poor
7.608,3.398,25.952,Good
8.117,3.464,28.022,Good
8.096,2.777,25.094,Good
8.076,4.01,22.252,Poor
8.139,3.771,25.691,Good
8.077,5.051,26.688,Poor
7.984,4.28,28.075,Poor
7.933,6.573,27.804,Poor
8.398,1.337,25.975,Good
6.567,1.054,19.678,Good
7.009,14.832,23.898,Very Poor
8.208,3.73,18.715,Good
11.507,27.737,21.752,Unsafe
7.96,1.408,27.483,Good
8.019,2.412,23.699,Good
7.269,0.608,23.966,Excellent
8.159,2.479,17.909,Good
10.837,49.326,28.209,Unsafe
8.144,2.912,19.837,Good
7.034,0.734,22.503,Good
8.137,4.167,27.747,Poor
7.537,11.394,32.57,Very Poor
7.856,2.551,27.431,Good
8.047,4.106,27.794,Poor
8.485,2.508,26.107,Good
7.342,0.145,22.638,Excellent
6.937,0.587,21.045,Excellent
8.201,3.248,18.058,Good
6.561,8.019,24.301,Poor
8.134,2.535,17.287,Good
8.143,3.146,25.181,Good
8.429,1.795,24.051,Good
8.102,3.966,29.486,Good
8.177,2.598,17.238,Good
8.159,2.898,19.443,Good
7.563,1.63,20.491,Good
8.211,8.701,20.324,Poor
7.92,3.138,27.642,Good
8.026,2.335,21.632,Good
7.316,0.695,20.093,Excellent
8.09,5.458,23.282,Poor
7.969,1.338,28.626,Good
8.094,4.456,19.365,Poor
7.992,2.255,22.302,Good
8.003,1.808,23.829,Good
8.056,2.605,29.561,Good
7.076,3.152,25.935,Good
8.239,7.64,25.208,Poor
7.952,3.715,29.56,Good
8.09,3.412,23.058,Good
7.069,0.99,28.032,Good
6.125,7.268,28.239,Poor
7.926,2.387,21.384,Good
8.001,1.078,26.428,Good
8.171,3.089,26.857,Good
8.073,3.559,26.288,Good
7.991,2.931,29.426,Good
8.161,4.987,21.24,Poor
5.312,19.931,26.394,Very Poor
8.089,3.422,26.328,Good
8.012,3.427,29.112,Good
8.105,2.881,25.851,Good
8.077,2.482,22.753,Good
8.127,2.976,24.564,Good
7.423,3.187,19.161,Good
6.835,0.414,22.966,Excellent
8.015,5.69,27.3,Poor
3.359,55.95,11.077,Unsafe
7.348,3.458,26.266,Good
8.031,2.024,25.106,Good
7.376,2.466,20.712,Good
8.322,4.871,27.261,Poor
7.405,1.5,23.103,Good
6.682,2.878,21.365,Good
8.123,3.745,26.174,Good
7.941,3.302,26.446,Good
7.243,0.881,20.547,Excellent
7.157,0.307,22.303,Excellent
8.08,4.875,27.727,Poor
7.934,4.31,26.515,Poor
7.991,3.13,28.662,Good
7.005,0.525,22.369,Excellent
8.1,2.894,21.04,Good
8.14,8.199,20.187,Poor
8.172,3.006,19.509,Good
6.801,0.889,21.842,Excellent
11.501,28.144,22.794,Unsafe
8.311,2.934,24.937,Good
8.129,1.806,20.951,Good
7.801,2.463,30.534,Good
7.942,3.139,25.696,Good
8.078,1.597,21.257,Good
8.153,2.579,25.243,Good
8.091,2.421,22.353,Good
8.282,17.232,19.418,Very Poor
8.021,1.804,22.414,Good
7.063,0.764,23.424,Excellent
8.186,3.334,19.227,Good
7.93,2.249,27.35,Good
8.111,2.487,17.949,Good
8.163,2.677,25.916,Good
7.065,0.59,20.075,Excellent
8.091,2.431,22.649,Good
8.2,3.683,19.573,Good
8.068,5.175,26.257,Poor
9.939,15.313,32.275,Very Poor
8.134,2.924,24.585,Good
8.209,7.805,20.318,Poor
5.88,17.353,23.711,Very Poor
8.776,5.011,27.978,Poor
7.305,0.267,21.286,Excellent
7.609,8.17,30.971,Poor
7.915,3.115,27.614,Good
8.121,2.964,25.098,Good
8.126,2.002,21.198,Good
8.126,3.09,25.264,Good
8.141,2.004,20.152,Good
8.11,4.411,23.402,Poor
8.159,4.125,19.822,Poor
8.188,2.801,17.9,Good
8.118,4.951,28.022,Poor
8.003,1.074,27.958,Good
7.388,0.775,23.778,Excellent
8.766,14.721,19.426,Very Poor
8.063,2.988,24.949,Good
7.959,0.999,27.391,Good
8.205,2.366,19.386,Good
7.772,1.345,22.663,Good
6.965,12.135,19.37,Very Poor
8.01,4.669,27.007,Poor
7.981,3.134,27.84,Good
8.201,2.806,18.413,Good
8.197,5.93,20.693,Poor
8.059,2.556,24.317,Good
7.986,3.872,27.693,Good
8.08,1.829,24.951,Good
8.15,2.406,17.87,Good
8.172,2.769,17.643,Good
6.297,16.771,31.257,Very Poor
8.077,2.907,22.97,Good
8.117,3.373,24.369,Good
7.032,0.949,22.696,Excellent
8.025,1.741,27.938,Good
7.96,2.068,26.159,Good
8.042,1.51,26.153,Good
8.144,3.004,26.241,Good
8.136,5.105,19.818,Poor
8.107,3.267,22.925,Good
8.163,3.071,17.271,Good
7.392,0.164,21.021,Excellent
7.08,0.288,20.381,Excellent
7.913,4.201,31.523,Poor
8.372,3.332,26.364,Good
8.221,3.237,17.054,Good
8.107,3.786,27.726,Good
8.123,3.444,21.336,Good
8.076,3.333,23.167,Good
7.931,2.488,25.609,Good
7.929,4.014,28.379,Poor
8.149,3.472,18.972,Good
3.054,53.899,34.398,Unsafe
11.089,57.25,32.902,Unsafe
8.048,2.11,25.25,Good
8.044,2.551,22.226,Good
8.206,3.03,18.321,Good
6.898,0.34,22.025,Excellent
7.988,5.314,26.2,Poor
8.193,4.034,26.107,Poor
8.026,2.402,23.898,Good
8.203,2.352,18.284,Good
7.328,7.759,21.801,Poor
8.038,3.3,30.259,Good
8.14,2.952,26.93,Good
8.044,3.839,28.6,Good
8.06,1.519,26.023,Good
8.284,7.229,22.153,Poor
8.109,3.367,27.615,Good
8.13,2.686,26.277,Good
8.182,4.003,22.948,Poor
8.12,4.992,29.986,Poor
6.32,8.953,27.706,Poor
8.133,2.144,18.988,Good
7.039,0.265,22.607,Excellent
7.93,5.303,27.346,Poor
8.124,3.371,26.834,Good
8.058,1.717,27.092,Good
8.025,3.427,21.162,Good
8.204,3.523,18.809,Good
7.746,5.186,18.878,Poor
8.057,5.233,27.137,Poor
8.062,1.578,21.569,Good
8.027,1.14,27.808,Good
8.14,2.879,25.095,Good
8.166,3.691,24.36,Good
8.018,3.504,29.219,Good
8.153,2.44,27.741,Good
8.219,2.402,18.403,Good
7.246,0.189,21.4,Excellent
8.201,3.01,17.012,Good
6.909,0.729,20.038,Excellent
7.987,1.816,27.88,Good
8.108,6.254,27.489,Poor
3.524,29.183,21.68,Unsafe
8.025,1.304,26.173,Good
8.147,3.122,18.226,Good
8.163,3.554,25.17,Good
6.814,19.15,31.087,Very Poor
6.701,2.005,28.338,Good
7.956,6.111,24.958,Poor
7.943,0.808,26.895,Good
8.154,1.946,19.351,Good
8.168,5.001,21.096,Poor
9.014,7.075,25.541,Poor
3.832,49.221,30.946,Unsafe
7.955,3.527,27.285,Good
8.443,9.202,22.205,Poor
6.867,9.682,27.064,Poor
8.112,2.689,17.226,Good
7.212,0.166,22.487,Excellent
7.774,14.879,22.941,Very Poor
8.03,1.885,24.066,Good
8.087,1.84,21.123,Good
7.51,9.668,28.47,Poor
6.842,0.32,23.05,Excellent
8.116,2.547,20.97,Good
6.783,1.705,26.559,Good
8.087,1.954,21.001,Good
7.323,19.25,30.563,Very Poor
7.953,3.423,26.316,Good
7.031,0.918,23.491,Excellent
8.072,4.668,22.396,Poor
7.928,5.41,26.685,Poor
8.202,2.823,17.147,Good
1.686,46.125,20.154,Unsafe
7.951,7.93,26.935,Poor
8.184,3.505,18.138,Good
7.515,3.546,28.256,Good
8.146,2.592,17.906,Good
8.008,0.83,27.223,Good
8.152,3.79,25.889,Good
8.226,2.695,18.778,Good
8.086,3.032,25.62,Good
7.985,0.543,27.733,Good
8.129,3.388,25.771,Good
5.811,14.176,30.985,Very Poor
8.009,2.081,27.897,Good
8.082,2.286,26.586,Good
8.051,3.385,27.443,Good
8.19,8.047,20.27,Poor
7.988,1.448,27.74,Good
7.745,1.994,26.904,Good
7.985,1.949,26.863,Good
7.888,3.056,21.444,Good
8.07,2.893,26.141,Good
7.21,8.532,27.79,Poor
8.208,2.873,18.133,Good
8.108,3.067,24.37,Good
8.063,1.451,24.423,Good
8.089,2.509,20.604,Good
8.128,2.561,26.444,Good
8.148,2.78,24.931,Good
8.175,7.024,21.485,Poor
8.052,2.349,26.393,Good
5.31,13.669,25.385,Very Poor
7.971,0.886,27.948,Good
6.869,3.145,26.79,Good
8.126,3.643,25.383,Good
7.922,3.63,26.509,Good
8.085,3.546,22.428,Good
3.613,53.098,19.775,Unsafe
7.464,9.074,26.969,Poor
8.239,2.685,19.759,Good
6.481,4.987,27.307,Poor
7.938,3.083,29.909,Good
7.952,3.239,28.454,Good
8.045,3.529,30.44,Good
8.165,3.95,30.058,Good
8.066,2.256,22.655,Good
8.165,3.477,27.541,Good
7.527,1.682,27.817,Good
8.063,3.535,30.276,Good
8.125,3.633,25.213,Good
7.949,0.732,26.886,Good
8.164,3.96,27.932,Good
8.209,2.704,18.91,Good
7.78,7.965,30.967,Poor
7.949,4.199,28.29,Poor
8.057,1.786,27.917,Good
8.114,4.602,29.603,Poor
8.018,2.417,23.383,Good
8.188,2.729,17.002,Good
8.145,5.011,25.981,Poor
8.001,1.237,27.959,Good
8.185,2.852,18.465,Good
8.096,2.18,20.125,Good
8.02,2.05,21.343,Good
8.149,8.096,19.209,Poor
8.162,5.342,20.63,Poor
8.405,3.098,28.0,Good
8.08,3.212,23.983,Good
8.051,1.719,21.931,Good
8.037,2.654,24.323,Good
8.076,1.79,24.851,Good
8.027,19.825,23.442,Very Poor
8.082,3.734,28.198,Good
8.05,2.44,20.6,Good
8.067,2.236,25.347,Good
8.091,3.686,23.604,Good
8.022,5.896,22.399,Poor
8.016,2.272,23.406,Good
8.056,4.561,29.298,Poor
7.81,1.238,26.829,Good
8.008,4.392,27.175,Poor
7.198,0.781,23.925,Excellent
8.19,3.718,18.751,Good
4.829,32.513,20.376,Unsafe
8.046,2.387,27.938,Good
7.963,4.118,28.694,Poor
7.365,3.811,25.456,Good
7.714,2.965,27.992,Good
8.185,1.65,19.008,Good
7.92,0.911,26.917,Good
8.228,3.429,18.762,Good
4.64,40.753,17.459,Unsafe
8.093,2.108,27.362,Good
8.086,4.078,24.943,Poor
7.996,1.585,27.446,Good
7.956,6.09,27.118,Poor
8.214,2.552,18.223,Good
11.401,59.385,25.583,Unsafe
8.176,1.683,19.485,Good
7.419,9.691,24.873,Poor
6.075,4.431,27.694,Poor
5.157,15.571,29.145,Very Poor
8.14,4.406,25.323,Poor
8.101,2.817,28.552,Good
6.64,2.676,27.577,Good
7.967,3.643,26.999,Good
8.101,3.697,27.287,Good
7.035,5.175,23.495,Poor
8.09,2.87,20.086,Good
7.335,2.974,22.724,Good
8.043,3.526,28.237,Good
8.153,4.409,25.04,Poor
8.145,2.103,19.914,Good
6.884,0.271,22.743,Excellent
8.112,3.109,24.389,Good
8.111,5.248,28.692,Poor
8.102,1.178,18.547,Good
6.528,4.962,23.736,Poor
8.088,1.774,25.282,Good
7.97,3.391,19.679,Good
8.127,2.248,25.841,Good
7.984,1.598,27.997,Good
8.08,2.294,22.352,Good
8.729,11.994,27.637,Very Poor
8.137,2.525,19.023,Good
8.05,5.948,28.591,Poor
7.957,4.11,27.463,Poor
8.046,2.774,24.029,Good
8.133,3.139,26.927,Good
8.093,4.097,26.475,Poor
8.129,2.39,17.915,Good
7.971,3.359,24.806,Good
7.995,1.873,23.278,Good
8.165,4.423,21.806,Poor
8.074,1.984,27.66,Good
8.166,1.25,27.104,Good
8.214,2.595,19.128,Good
8.016,1.84,22.238,Good
8.01,3.738,28.208,Good
7.994,4.191,27.451,Poor
7.411,9.809,24.741,Poor
7.101,0.509,21.133,Excellent
7.062,2.054,23.202,Good
6.792,3.832,23.387,Good
6.771,3.422,21.973,Good
8.03,2.5,25.346,Good
8.162,4.418,26.4,Poor
8.131,4.833,20.124,Poor
8.083,2.173,25.766,Good
7.988,1.148,27.071,Good
8.119,11.257,32.71,Very Poor
8.123,3.037,20.202,Good
8.062,3.162,23.369,Good
7.98,1.534,27.104,Good
8.072,4.117,21.94,Poor
8.145,8.027,26.073,Poor
8.087,4.984,29.269,Poor
8.093,2.11,20.553,Good
8.07,2.812,28.89,Good
8.179,3.957,20.819,Good
8.15,1.512,21.368,Good
8.111,1.801,20.442,Good
7.936,4.405,26.011,Poor
6.529,5.874,19.912,Poor
7.019,0.078,21.207,Excellent
7.964,1.662,27.508,Good
7.999,1.735,27.658,Good
7.051,2.947,22.641,Good
8.123,4.917,25.072,Poor
8.501,5.658,25.255,Poor
7.682,6.685,25.216,Poor
6.901,0.403,20.944,Excellent
8.153,8.396,21.778,Poor
10.404,34.069,12.519,Unsafe
7.317,0.687,21.551,Excellent
7.965,3.386,31.637,Good
8.079,3.092,21.292,Good
8.1,3.661,29.729,Good
7.93,1.925,25.861,Good
8.293,0.611,26.524,Good
8.058,4.401,23.398,Poor
8.571,7.294,29.993,Poor
8.179,9.057,20.509,Poor
8.14,2.693,18.381,Good
8.165,3.124,25.439,Good
8.105,4.457,28.527,Poor
8.104,2.362,21.261,Good
8.074,2.727,23.116,Good
8.173,2.839,20.302,Good
7.954,3.859,26.344,Good
8.18,6.195,20.957,Poor
8.016,0.947,27.896,Good
8.184,3.553,18.23,Good
7.933,2.36,26.878,Good
8.164,3.318,26.251,Good
7.93,3.639,26.626,Good
8.098,2.858,29.43,Good
7.933,4.071,27.635,Poor
7.48,2.358,24.913,Good
9.505,14.954,20.064,Very Poor
7.936,4.799,28.086,Poor
8.137,15.871,24.896,Very Poor
8.058,3.569,28.069,Good
7.577,8.347,22.156,Poor
8.137,6.434,20.519,Poor
8.132,2.856,26.328,Good
8.121,2.652,26.753,Good
8.145,8.195,26.765,Poor
8.152,2.599,17.866,Good
8.389,1.082,19.999,Good
7.986,3.702,26.557,Good
8.163,1.578,19.689,Good
7.076,0.229,20.981,Excellent
8.207,3.697,19.274,Good
8.071,4.867,26.017,Poor
8.156,2.723,17.155,Good
7.714,3.589,25.118,Good
9.453,18.192,29.086,Very Poor
7.023,0.497,20.344,Excellent
9.487,14.843,28.539,Very Poor
7.952,3.456,27.943,Good
6.872,0.105,23.193,Excellent
8.079,3.19,29.029,Good
4.595,23.07,16.734,Unsafe
7.922,1.122,27.13,Good
7.298,0.444,23.995,Excellent
8.133,4.399,29.796,Poor
8.089,2.237,25.151,Good
7.954,1.29,27.405,Good
8.154,3.139,19.557,Good
7.098,5.386,26.793,Poor
7.958,3.641,29.385,Good
8.168,9.142,19.153,Poor
8.096,1.491,24.447,Good
8.085,3.173,24.327,Good
7.989,3.775,28.028,Good
8.107,2.865,21.429,Good
7.325,0.751,22.074,Excellent
5.058,18.177,31.801,Very Poor
8.178,1.976,19.369,Good
8.141,2.481,27.293,Good
8.188,6.422,20.519,Poor
8.039,3.401,29.787,Good
7.914,3.211,26.965,Good
7.882,2.518,28.586,Good
8.074,2.975,24.961,Good
7.408,7.404,26.08,Poor
8.093,1.616,26.879,Good
7.396,0.526,20.261,Excellent
8.149,5.184,20.482,Poor
8.126,7.107,19.778,Poor
6.931,0.097,23.312,Excellent
8.021,3.364,29.598,Good
8.085,2.792,22.073,Good
7.976,3.632,30.66,Good
8.075,3.395,22.907,Good
8.838,7.181,22.148,Poor
7.949,0.993,26.186,Good
8.166,6.742,20.89,Poor
7.993,3.345,27.999,Good
8.048,2.54,22.097,Good
7.929,7.792,27.63,Poor
6.871,4.17,29.415,Poor
8.132,2.917,26.361,Good
7.347,1.859,22.669,Good
7.01,0.965,22.892,Good
8.128,2.592,24.621,Good
13.093,47.809,33.542,Unsafe
8.155,3.539,18.853,Good
8.11,4.29,23.485,Poor
8.137,6.888,21.37,Poor
7.93,3.825,27.519,Good
8.146,2.804,17.779,Good
8.085,2.787,21.209,Good
8.082,2.457,19.873,Good
7.967,6.454,25.12,Poor
8.135,3.049,26.413,Good
8.156,4.313,25.091,Poor
8.011,4.774,26.627,Poor
6.187,8.225,24.705,Poor
0.533,38.552,30.729,Unsafe
7.949,5.65,26.341,Poor
7.928,0.462,26.727,Good
8.149,2.611,25.059,Good
8.147,3.568,25.45,Good
7.192,0.579,23.693,Excellent
7.269,0.197,23.216,Excellent
7.948,4.11,26.462,Poor
8.142,4.213,27.032,Poor
7.715,3.723,21.596,Good
8.082,2.454,25.597,Good
7.994,4.468,24.384,Poor
8.088,2.287,25.822,Good
8.09,3.88,27.894,Good
8.12,2.285,20.196,Good
8.192,4.494,17.656,Poor
7.945,1.07,27.721,Good
8.118,3.367,25.346,Good
8.098,1.747,26.196,Good
8.151,8.121,20.633,Poor
8.098,2.831,25.957,Good
8.191,6.536,30.992,Poor
8.181,1.726,18.25,Good
7.977,3.003,27.759,Good
7.334,0.086,23.455,Excellent
6.766,1.735,28.575,Good
8.333,3.594,25.371,Good
8.079,1.912,25.904,Good
8.004,3.109,29.362,Good
6.763,3.071,25.916,Good
8.145,2.912,26.743,Good
7.973,0.851,27.785,Good
7.967,3.084,27.518,Good
8.062,2.753,28.953,Good
7.958,1.262,27.797,Good
8.135,2.769,26.383,Good
8.083,1.62,21.793,Good
8.104,12.317,30.382,Very Poor
8.127,2.73,25.092,Good
6.234,4.617,26.001,Poor
7.322,1.402,23.503,Good
8.147,2.419,18.778,Good
8.099,2.66,26.127,Good
8.047,3.665,29.924,Good
8.225,2.399,18.715,Good
8.318,19.386,23.386,Very Poor
8.074,2.537,28.542,Good
7.243,0.358,20.809,Excellent
8.127,3.823,26.312,Good
7.953,1.223,27.872,Good
8.048,1.892,21.765,Good
8.14,7.941,20.217,Poor
7.117,0.567,21.297,Excellent
9.235,13.449,20.512,Very Poor
8.361,4.486,18.214,Poor
8.16,4.32,31.464,Poor
13.48,22.172,14.694,Unsafe
8.032,7.26,23.999,Poor
8.099,2.121,26.488,Good
8.138,5.517,25.024,Poor
8.081,3.502,28.176,Good
8.159,5.359,29.914,Poor
6.594,3.86,24.509,Good
8.07,4.402,22.27,Poor
8.05,4.073,25.872,Poor
7.355,0.308,22.653,Excellent
8.142,2.433,19.782,Good
7.128,2.941,21.452,Good
8.097,2.218,20.298,Good
8.195,3.232,25.697,Good
8.15,4.578,26.2,Poor
7.311,0.248,21.712,Excellent
8.044,3.109,24.333,Good
8.139,2.976,27.559,Good
8.077,3.512,30.177,Good
8.159,3.987,25.074,Good
8.088,1.892,27.889,Good
8.291,3.839,26.402,Good
8.142,2.381,18.192,Good
8.01,3.789,27.653,Good
8.019,1.562,23.955,Good
9.931,18.465,31.984,Very Poor
7.123,3.303,21.065,Good
8.165,4.069,25.377,Poor
7.918,3.364,30.81,Good
7.985,3.247,26.28,Good
7.983,5.825,25.265,Poor
7.955,1.765,26.008,Good
8.065,2.946,28.126,Good
8.097,4.932,22.537,Poor
7.936,5.278,26.341,Poor
7.996,1.425,26.841,Good
8.086,3.335,23.079,Good
8.158,3.293,27.85,Good
7.007,0.608,22.894,Excellent
7.99,5.61,26.697,Poor
8.181,7.476,19.736,Poor
8.154,5.367,20.912,Poor
7.588,3.407,26.064,Good
7.051,2.199,27.318,Good
8.081,4.048,27.886,Poor
8.157,2.802,25.693,Good
7.989,1.693,27.497,Good
7.966,3.583,28.99,Good
8.061,2.501,26.21,Good
8.019,1.947,20.936,Good
8.1,2.218,21.315,Good
7.965,3.279,27.732,Good
8.772,13.999,33.773,Very Poor
7.965,3.303,26.464,Good
8.185,2.463,18.964,Good
7.922,2.66,28.945,Good
8.505,15.788,17.579,Very Poor
7.965,1.596,27.634,Good
8.212,1.033,20.153,Good
8.158,5.291,19.659,Poor
8.142,6.888,24.921,Poor
8.138,4.927,19.881,Poor
7.95,1.159,27.63,Good
7.957,0.871,27.525,Good
7.314,0.587,20.029,Excellent
8.07,1.847,27.269,Good
8.079,2.947,22.902,Good
7.974,2.227,26.839,Good
8.01,4.066,27.497,Poor
8.132,3.744,24.374,Good
8.062,3.649,24.341,Good
8.074,5.725,27.822,Poor
8.068,1.919,21.724,Good
7.968,3.316,29.115,Good
6.557,4.354,20.247,Poor
5.635,14.001,18.504,Very Poor
7.976,3.544,27.2,Good
8.118,2.703,24.459,Good
8.162,1.968,20.1,Good
8.156,5.303,26.513,Poor
8.161,1.646,19.165,Good
1.666,26.394,21.576,Unsafe
8.313,4.007,22.203,Poor
8.201,8.824,20.838,Poor
8.097,2.026,25.94,Good
8.127,3.628,22.266,Good
6.99,0.276,22.123,Excellent
8.066,2.04,25.433,Good
7.156,0.842,25.061,Good
8.015,3.158,27.997,Good
8.176,2.529,18.601,Good
8.198,2.507,17.608,Good
8.162,6.152,19.345,Poor
8.108,2.761,26.766,Good
8.462,2.859,18.844,Good
7.824,3.502,22.707,Good
8.065,3.952,30.074,Good
8.06,3.361,30.333,Good
8.079,1.895,25.28,Good
7.009,0.179,23.522,Excellent
7.977,3.163,29.552,Good
5.973,7.113,30.108,Poor
7.09,0.337,21.54,Excellent
8.134,2.993,26.833,Good
8.097,2.33,25.928,Good
7.059,0.772,21.655,Excellent
6.786,2.017,22.739,Good
8.066,5.057,28.857,Poor
8.133,3.943,20.595,Good
6.996,5.497,28.713,Poor
8.183,3.239,21.686,Good
8.176,3.76,27.266,Good
7.99,3.354,27.666,Good
7.934,3.541,27.11,Good
8.07,2.273,25.329,Good
8.283,2.72,23.005,Good
8.0,6.596,25.881,Poor
8.947,5.767,23.618,Poor
8.135,2.644,24.734,Good
6.147,10.618,31.376,Very Poor
8.164,3.587,18.604,Good
7.335,1.546,22.934,Good
6.555,2.11,28.457,Good
8.137,5.817,29.315,Poor
3.788,20.928,17.752,Unsafe
7.704,3.206,25.451,Good
8.056,5.005,28.748,Poor
8.189,5.13,27.221,Poor
8.006,1.108,27.731,Good
8.125,2.351,21.071,Good
8.004,1.657,22.989,Good
8.176,4.883,21.303,Poor
7.807,2.262,25.395,Good
7.938,2.998,29.81,Good
7.978,7.333,27.086,Poor
6.971,0.135,22.608,Excellent
8.154,2.941,26.406,Good
7.368,0.548,20.701,Excellent
6.473,14.507,28.527,Very Poor
4.587,46.834,29.113,Unsafe
8.064,3.166,27.779,Good
7.981,2.964,27.47,Good
8.042,4.409,26.732,Poor
8.089,3.019,23.556,Good
7.901,3.49,27.369,Good
8.46,2.822,20.221,Good
8.183,4.79,23.205,Poor
7.951,6.641,27.291,Poor
8.108,5.41,21.373,Poor
8.13,2.589,27.051,Good
8.084,4.186,28.848,Poor
7.388,0.831,22.716,Excellent
8.005,6.9,23.284,Poor
7.918,6.783,26.412,Poor
8.018,1.373,27.975,Good
7.961,1.522,27.471,Good
8.074,1.98,27.549,Good
8.064,3.214,30.072,Good
8.093,11.762,18.38,Very Poor
7.929,0.404,26.714,Good
5.92,5.275,22.405,Poor
8.128,2.159,26.082,Good
8.189,2.599,18.483,Good
8.198,2.63,19.872,Good
6.383,5.671,31.203,Poor
8.219,4.362,18.928,Poor
6.637,2.334,19.298,Good
8.166,3.324,28.003,Good
7.981,3.431,27.991,Good
8.003,1.654,27.505,Good
8.162,2.928,21.082,Good
8.173,3.614,29.635,Good
7.748,3.035,20.681,Good
8.206,5.135,18.89,Poor
7.958,1.124,27.571,Good
8.005,1.886,27.087,Good
8.175,4.036,18.693,Poor
7.944,3.261,27.931,Good
12.372,55.18,34.857,Unsafe
8.157,2.532,17.555,Good
8.322,2.185,26.963,Good
8.183,6.241,19.849,Poor
8.118,4.616,28.479,Poor
3.686,44.02,19.693,Unsafe
12.114,38.241,25.641,Unsafe
7.334,0.901,20.292,Excellent
7.283,16.061,22.37,Very Poor
7.945,4.224,27.645,Poor
8.015,3.697,29.974,Good
5.792,15.103,25.277,Very Poor
7.951,4.369,28.238,Poor
7.935,4.034,27.837,Poor
7.976,3.468,27.79,Good
8.13,3.309,25.385,Good
8.113,3.438,26.687,Good
6.51,1.71,20.014,Good
8.164,2.664,17.192,Good
8.235,0.703,28.31,Good
8.022,1.158,27.838,Good
8.107,3.517,27.646,Good
7.958,3.793,27.015,Good
8.112,1.983,20.959,Good
8.095,3.113,28.904,Good
8.029,3.467,24.481,Good
8.207,2.823,17.97,Good
8.221,6.195,19.97,Poor
8.167,2.599,18.01,Good
8.405,1.263,24.837,Good
8.166,6.002,28.211,Poor
7.972,1.589,27.533,Good
9.535,14.524,26.402,Very Poor
7.806,0.941,28.704,Good
7.942,2.957,28.437,Good
7.839,2.669,30.555,Good
8.121,2.889,26.11,Good
8.121,4.561,29.746,Poor
7.96,3.236,27.234,Good
6.861,16.977,20.038,Very Poor
8.191,4.851,23.689,Poor
8.043,3.412,28.102,Good
7.231,5.469,30.899,Poor
8.962,15.657,30.74,Very Poor
8.155,3.637,26.251,Good
8.093,5.794,25.304,Poor
8.318,0.922,25.948,Good
7.905,4.829,26.092,Poor
8.089,1.959,26.924,Good
8.016,3.096,24.424,Good
13.132,32.746,27.409,Unsafe
8.171,5.241,29.186,Poor
7.214,0.924,21.855,Excellent
7.96,0.722,27.795,Good
8.025,1.643,27.889,Good
7.311,0.474,22.584,Excellent
6.806,0.488,23.238,Excellent
8.182,8.364,25.331,Poor
8.164,2.396,17.199,Good
8.157,2.351,27.837,Good
8.085,2.044,22.619,Good
7.948,3.132,27.205,Good
8.451,8.785,20.191,Poor
7.32,0.874,23.538,Excellent
8.06,4.113,24.222,Poor
8.083,2.399,25.736,Good
8.191,2.856,18.4,Good
7.934,0.794,27.364,Good
8.035,3.324,29.445,Good
8.08,5.484,22.841,Poor
7.475,1.93,24.295,Good
6.939,3.742,26.544,Good
8.193,5.474,20.493,Poor
8.079,3.478,23.737,Good
7.943,1.787,27.057,Good
7.897,8.803,27.331,Poor
11.164,34.954,23.034,Unsafe
8.138,7.117,20.457,Poor
8.152,2.653,25.52,Good
7.204,0.898,23.867,Good
8.085,3.287,23.253,Good
7.935,3.446,28.742,Good
8.16,1.443,19.873,Good
8.15,1.697,20.253,Good
8.003,3.408,27.735,Good
7.939,4.766,26.515,Poor
8.098,3.894,28.996,Good
8.113,3.915,20.121,Good
8.213,2.919,17.955,Good
8.102,2.175,26.411,Good
8.18,2.694,17.191,Good
7.953,3.995,27.978,Good
